File Name;Type;Creator;Comments;Category;Extension;Dup;Data by Ilan Szekely, Jerusalem
SpecialOrder;APPL;QxTO; ;Application; ; ;
Frontier™;QKex;QxUL;QuicKeys ™;  ; ; ;
MyMailList ;APPL;QXZA; ;Application; ; ;
MyDataBase ;APPL;QXZH; ;Application; ; ;
MyLabelDesigner ;APPL;QXZW; ;Application; ; ;
Return to the Womb 1.1;APPL;r__w;  ;Application/Game; ; ;
Run Me First!;APPL;r_'';;Application; ; ;
MacWaves;APPL;r_M7;;Application; ; ;
MacWaves File Assistant;APPL;r_Så;;Application; ; ;
RapidUp 1.1;APPL;R-up; ;Application; ; ;
Runners Helper;APPL;R!*H; ;Application; ; ;
Fat Cursors;cdev;RøFC; ;Control Panel; ; ;
KeyEnter DxMidi;APPL;r.:x;;Application;; ;
Rocket;cdev;RÖ40;Radius;Control Panel; ; ;
MacRöj;APPL;RÖJ#; ;Application; ; ;
HTML ReadMe Maker;APPL;RëMk; ;Application; ; ;
MailArchiver;APPL;ÅrÇh;Blue World Communications, Inc.;Application; ; ;
Mathe Mac v2.0 ;APPL;R)$!; ;Application; ; ;
Bitte lesen... (version);TEXT;R)$!;Mathe Mac ;Text File;TXT; ;
 ;****;R*ch;BBEdit;Common Creators; ; ;
BBEdit Lite;APPL;R*ch;BBEdit;Application; ; ;
BBEdit 6—[Unidentified File Type];BBLM;R*ch;BBEdit;;; ;
BBEdit <HTML> Tools Palette;BBTL;R*ch;BBEdit;  ; ; ;
BBEdit Plugin;BBXT;R*ch;BBEdit; ; ; ;
BBEdit spelling dictionary;Bdct;R*ch;BBEdit;  ; ; ;
BBEdit Help;BHLP;R*ch;BBEdit;Help; ; ;
BBEdit—DOS Binary;BINA;R*ch;BBEdit;Binary;BIN; ;
BBEdit 6—Clipping File;Clip;R*ch;BBEdit;;; ;
BBEdit—Picture Clipping File;clpp;R*ch;BBEdit;Clipping File Graphics; ; ;
BBEdit Lite—????;disk;R*ch;BBEdit;Disk File; ; ;
BBEdit 6—Group File;Fgrp;R*ch;BBEdit;;; ;
BBEdit file group;FIL#;R*ch;BBEdit;  ; ; ;
BBEdit 6—Filter File;FLT#;R*ch;BBEdit;;; ;
BBEdit Lite—Folder File;fold;R*ch;BBEdit;Folder File; ; ;
BBEdit—????;ltr*;R*ch;BBEdit;  ; ; ;
BBEdit letter;lttr;R*ch;BBEdit;  ; ; ;
file;MfSt;R*ch;BBEdit; ; ; ;
BBEdit Lite—PICT file;PICT;R*ch;BBEdit;Graphics PICT;PIC; ;
BBEdit preferences file;pref;R*ch;BBEdit;Pref; ; ;
BBEdit stationery;sEXT;R*ch;BBEdit;Stationary; ; ;
BBEdit 6—Stationary Group File;sgrp;R*ch;BBEdit;;; ;
BBEdit 3.x—Shared Library;shlb;R*ch;BBEdit;Shared Library; ; ;
BBEdit 6—UFT8 Stationary File;sTF8;R*ch;BBEdit;;; ;
BBEdit 6—UTF16 Stationary File;stxt;R*ch;BBEdit;;; ;
BBEdit text file;TEXT;R*ch;BBEdit;Text File;TXT; ;
BBEdit Lite—Read Only File;ttro;R*ch;BBEdit;Read only text;TXT; ;
BBEdit 6—UTF 8 Format File;UFT8;R*ch;BBEdit;;; ;
BBEdit 6—UTF16 Format File;utxt;R*ch;BBEdit;;; ;
FreePPP Monkey Data 1;TOME;R*CI;document;  ; ; ;
MercutioPlugin;shlb;R*DM;document;Shared Library; ; ;
BBEdit•od Lite—OpenDoc Editor;shlb;R*OD;LightWork Design;Shared Library; ; ;
BBEdit•od Lite—OpenDoc Editor;shlb;R*VW;;Shared Library; ; ;
Change Styled Text Colors;APPL;R\Co; ;Application; ; ;
Change ST Colors Prefs;pref;R\Co;Change Text Colors;Pref; ; ;
Change ST Colors—Text File;TEXT;R\Co;Change Text Colors;Text File;TXT; ;
Change ST Colors—Read-Only Text File;ttro;R\Co;Change Text Colors;Read only text;TXT; ;
RagTime 3.2 ;APPL;R#+A; ;Application; ; ;
RT-English (UK);F#+G;R#+A;RagTime;  ; ; ;
BE-Spelling;F#+H;R#+A;RagTime;  ; ; ;
BE-Hyphenation;F#+I;R#+A;RagTime;  ; ; ;
RT-Formate;F#+J;R#+A;RagTime;  ; ; ;
Siemens-Driver;F#+S;R#+A;RagTime;  ; ; ;
MacWrite II-Filter;F#+V;R#+A;RagTime;  ; ; ;
Recettes 7/1994;R#+D;R#+A;RagTime;  ; ; ;
Sales Report;R#+F;R#+A;RagTime;  ; ; ;
RTF- Bekanntmachung;TEXT;R#+A;RagTime;Text File;TXT; ;
Bild.TIFF-arm;TIFF;R#+A;RagTime;Graphics TIFF;TIF; ;
 ;****;R#+D;RagTime 3 doc;Common Creators; ; ;
 ;****;R#+F;RagTime 3 form;Common Creators; ; ;
RagTime Help;R#+H;R#+H; ;Help; ; ;
RagTime Einstellungen;pref;R#+P; ;Pref; ; ;
SerialNumber;R#+X;R#+X; ;  ; ; ;
Reading Preferences;DOC ;R~r|; ;Pref; ; ;
Reunion 4.0;APPL;R~U~; ;Application; ; ;
Reunion Family.aml;L~S~;R~U~;Reunion;  ; ; ;
Reunion Family.fdb;R~D~;R~U~;Reunion;  ; ; ;
Reunion—Preferences;R~P~;R~U~;Reunion;Pref; ; ;
Reunion 5.0;APPL;R~U5;PBJ, Y.A.Y.O.R.;Application; ; ;
Reunion 5.0—List??;L~S~;R~U5;Reunion;; ; ;
Reunion 5.0—????;R~B~;R~U5;Reunion;; ; ;
Reunion 5.0—Database Document;R~D5;R~U5;Reunion;; ; ;
Reunion 5.0—Database Extract Document?;R~LK;R~U5;Reunion;; ; ;
Reunion 5.0—Preferences;R~P~;R~U5;Reunion;pref ; ; ;
Reunion 5.0—Database Extract Document;T~X~;R~U5;Reunion;; ; ;
Reunion 5.0—Text File;TEXT;R~U5;Reunion;Text File;TXT; ;
Reunion 6—Compressed AIFF Sound File;AIFC;R~U6;Reunion 6;Sound AIFF-C;; ;
Reunion 6—AIFF Format Sound File;AIFF;R~U6;Reunion 6;Sound AIFF;AIF; ;
Reunion 6;APPL;R~U6;Leister Productions Inc.;Application;; ;
Reunion 6—List??;L~S~;R~U6;Reunion 6;;; ;
Reunion 6—Database Document;R~D5;R~U6;Reunion 6;;; ;
Reunion 6—Preferences;R~P~;R~U6;Reunion 6;pref ;; ;
Reunion 6—Text File;TEXT;R~U6;Reunion 6;Text File;TXT; ;
Random Trashcan;INIT;R$TC;;INIT; ; ;
Roulette;APPL;R•µl; ;Application; ; ;
Roulette Winners;RHi#;R•µl;Roulette;  ; ; ;
Roulette Help;Rhlp;R•µl;Roulette;  ; ; ;
Kurven;APPL;R003; ;Application; ; ;
Kurven-Bild;PICT;R003;Kurven;Graphics PICT;PIC; ;
KurvenDiskussion 1.1;APPL;R004; ;Application; ; ;
Beugung;APPL;R005; ;Application; ; ;
GitterBilder;RPIC;R005;2.1.Beugung;  ; ; ;
copyROM128;APPL;r128; ;Application; ; ;
Reader Rabbit 1 Deluxe;APPL;R1cd;The Learning Company;Application; ; ;
Power Mac Debugger 2.0f1;APPL;R2Db; ;Application; ; ;
DrawEditor (PPC).xSYM;MPSY;R2Db;Power Mac Debugger;  ; ; ;
DisplayRegistryMPW.xcoff.xcoff;XCOF;R2Db;Power Mac Debugger;  ; ; ;
ResToFace;APPL;R2Fc; ;Application; ; ;
rtftohtml2.7.5;APPL;R2Hc; ;Application; ; ;
rtftohtml2.7.5—RTF Document;RTF ;R2Hc;rtftohtml;Rich Text Format;RTF; ;
rtftohtml2.7.5—HTML Document;TEXT;R2Hc;rtftohtml;Text File;TXT; ;
Resurrection;INIT;R2im;;INIT; ; ;
keyAhead;INIT;R2ka;;INIT; ; ;
RTF-to-Styled Text;APPL;R2TX;Stone Table Software;Application;;;
RTF-to-Styled Text—RTF File;RTF ;R2TX;RTF-to-Styled Text;Rich Text Format;RTF;;
RTF-to-Styled Text—Text File;TEXT;R2TX;RTF-to-Styled Text;Text File;TXT;;
Adobe Streamline™ 2.2;APPL;R2V2; ;Application; ; ;
Adobe Streamline™—EPS File;EPSF;R2V2;Adobe Streamline™;EPS;EPS; ;
Beispiele;TEXT;R2V2;Adobe Streamline™;Text File;TXT; ;
Adobe Streamline™—PhotoShop File;8BIM;R2V3;Adobe Streamline™;Graphics Photoshop;PSD; ;
Adobe Streamline™—???? File;8BPS;R2V3;Adobe Streamline™;Graphics Photoshop;PSD; ;
Adobe Streamlinex 3.0;APPL;R2V3; ;Application; ; ;
Adobe Streamline™—Bit Map File;BMap;R2V3;Adobe Streamline™;Graphics BMP;BMP; ;
Adobe Streamline™—PICT File;PICT;R2V3;Adobe Streamline™;Graphics PICT;PIC; ;
Adobe Streamline™—MacPaint File;PNTG;R2V3;Adobe Streamline™;Graphics MacPaint;MPT; ;
Adobe Streamline™ Prefs;Pref;R2V3;Adobe Streamline™;Pref; ; ;
Adobe Streamline™—TIFF File;TIFF;R2V3;Adobe Streamline™;Graphics TIFF;TIF; ;
Adobe Streamline™ 4.0;APPL;R2V4;Adobe™;Application; ; ;
Adobe Streamline™ 4.0—Binary File;BINA;R2V4;Adobe Streamline™ 4.x;Binary;BIN; ;
Adobe Streamline™ 4.0—Preferences;Pref;R2V4;Adobe Streamline™ 4.x;Pref; ; ;
ROUTE66CAPart;shlb;R6VW; ;Shared Library; ; ;
SSSwitcher©;APPL;RA04; ;Application; ; ;
Switch 1.0;APPL;Ra12; ;Application; ; ;
Mazing;APPL;RAA3;  ;Application/Game; ; ;
DisAsm 3.1;APPL;RAA4; ;Application; ; ;
RAAM;APPL;RAAM;Brilliant Minds Pty Ltd;Application; ; ;
Remote Access Aliases;INIT;raam;;INIT; ; ;
RAAM—Document;RAMG;RAAM;RAAM;; ; ;
MacTCP Ping;APPL;RAB3; ;Application; ; ;
MacTCP Token Ring Extension;mdev;rab5; ;Extension; ; ;
Text Streamer;APPL;RAB6; ;Application; ; ;
TextStreamer v2.1;APPL;RABT; ;Application; ; ;
Accelerator;INIT;Racc;;INIT; ; ;
F1 Race!;APPL;RaCe; ;Application; ; ;
Race! High Scores;TEXT;RaCe;F1 Race!;Text File;TXT; ;
Set Timeout;cdev;RACK; ;Control Panel; ; ;
MacRadiosity;APPL;RADA;;Application/Dup; ;Dup;
RadarEquation;APPL;RADA;  ;Application/Dup; ;Dup;
Office;RAD0;RADA;MacRadiosity;  ; ; ;
Office.view;RAD2;RADA;MacRadiosity;  ; ; ;
Theatrics;APPL;RADg; ;Application; ; ;
Radiation;appe;RADI; ;Background Only Application; ; ;
Radar 4.0.4 ;APPL;RADR; ;Application; ; ;
Check User's Fonts;SCri;RADR;Radar;Script/Extension; ; ;
test;sfil;radv; ;Sound System 7; ; ;
Drop2Label;APPL;raf1;;Application; ; ;
Drop2Label—Preferences;DLpf;raf1;Drop2Label;pref ; ; ;
Ugly Tetris;APPL;RAFT; ;Application; ; ;
Reset ADAT Interface;APPL;Raio; ;Application; ; ;
Pente 2.0;APPL;RAIR; ;Application; ; ;
ResFork Killer FAT;APPL;RƒKi; ;Application; ; ;
RAM Doubler™ 2 / 8;cdev;RaM2; ;Control Panel; ; ;
Load RAMDblr;dbgr;RaM2;RAM Doubler;MacsBug; ; ;
MacsBug Mgr;DMgr;RaM2;RAM Doubler;  ; ; ;
RAM Doubler;INIT;RaM2;;INIT; ; ;
VM Storage;SWAP;RaM2;RAM Doubler;  ; ; ;
RAM Doubler* 9.01 Updater;APPL;RaM5; ;Application; ; ;
Babe-O-Rama;APPL;rama;Jim Byer & Brian Cyr;Application; ; ;
Hunk-O-Rama;APPL;ramH;Jim Byer & Brian Cyr;Application; ; ;
1996 Physicians GenRx;APPL;RAMI; ;Application; ; ;
RampChamp ;APPL;ramp; ;Application; ; ;
Ram Preserves 1.0;APPL;RamP; ;Application; ; ;
RAM Dblr/Symantec PM 8.0 Patch;INIT;RaMp;;INIT; ; ;
RAM Watch Strip;sdev;RAMW; ;Control Strip Module; ; ;
RAM Doubler™ 8.0.1 Updater;APPL;RaMµ; ;Application; ; ;
StatView 4.5—????;∑Dat;Rand;StatView;  ; ; ;
StatView 4.5;APPL;Rand; ;Application; ; ;
RandomNotes 1.02;APPL;RaNd; ;Application; ; ;
My Preschool Program ;APPL;RaND; ;Application; ; ;
Wine Tasting;DOBJ;Rand;StatView;  ; ; ;
StatView 4.5—Formula;FSTA;Rand;StatView;  ; ; ;
MidiQT™;INIT;Rand;;INIT; ; ;
Tdata;MAP_;RAND; ;  ; ; ;
StatView 4.5—PICT File;PICT;Rand;StatView;Graphics PICT;PIC; ;
Anova;RESD;Rand;StatView;  ; ; ;
Regression;RESU;Rand;StatView;  ; ; ;
StatView 4.5—???? Object;ROBJ;Rand;StatView;  ; ; ;
StatView Library;Sets;Rand;StatView;  ; ; ;
StatView 4.5—????;STAF;Rand;StatView;  ; ; ;
StatView View;STFF;Rand;StatView;  ; ; ;
Quality Control;SVSD;Rand;StatView;  ; ; ;
StatView 4.5—????;SVSP;Rand;StatView;  ; ; ;
StatView Tool;SVST;Rand;StatView;  ; ; ;
Analyse factorielle;SVSU;Rand;StatView;  ; ; ;
StatView 4.5—Temporary File;TEMP;Rand;StatView;Temporary; ; ;
StatView 4.5—Text File;TEXT;Rand;StatView;Text File;TXT; ;
Real Answer;APPL;RAns; ;Application; ; ;
Rapmaster ;adrp;Rap!;  ;Alias to file; ; ;
Rapmaster;APPL;Rap!; ;Application; ; ;
Enter Registration Info;APPL;RApM;Public Access Software;Application;;;
SchizoPhrenia™;APPL;RAPO;  ;Application/Game; ; ;
RenderApp;APPL;RAPP;Pixar Renderman ;Application; ; ;
Typestry.pict;PICT;RAPP;RenderApp;Graphics PICT;PIC; ;
Fizio;APPL;Raqu; ;Application; ; ;
OutputManager;APPL;RAS5; ;Application; ; ;
Mac Radio Schedule;APPL;rAsC; ;Application; ; ;
Remote Access Status;APPL;rasm;Apple Computer;Application; ; ;
RasPICT 3.4;APPL;RasP; ;Application; ; ;
Remote Access Setup;cdev;rasu; ;Control Panel; ; ;
ratsdata;APPL;RATD; ;Application; ; ;
ratsdata—Document;RTDF;RATD;ratsdata;  ; ; ;
Manager 4.2;APPL;RATs; ;Application; ; ;
Star Wars;APPL;RATS; ;Application; ; ;
WP FileConvert;APPL;RATZ;  ;Application; ; ;
Jump Raven™;APPL;RAVE; ;Application; ; ;
Scores;RSCO;RAVE;Jump Raven™;  ; ; ;
Visual Sort;APPL;RAY ; ;Application; ; ;
Directory £åµñch;APPL;Ray!; ;Application; ; ;
Rays;APPL;RAYS; ;Application; ; ;
MRay;APPL;RAYT; ;Application; ; ;
xxxx.ray;RAYD;RAYT;MRay;  ; ; ;
Mathe Mac;APPL;RB$$; ;Application; ; ;
Mathe Mac- Preferences;PREF;RB$$;Mathe Mac;Pref; ; ;
RenderBack;APPL;RBAK;Pixar Renderman ;Application; ; ;
PSPrinter—Active Desktop Printer;dpcn;rbDG;PSPrinter;Desktop Printer; ; ;
PSPrinter—Disabled Desktop Printer;dpna;rbDG;PSPrinter;Deactivated desktop printer; ; ;
PSPrinter—Inactive Desktop Printer;dpnn;rbDG;PSPrinter;Deactivated desktop printer; ; ;
Adobe PSPrinter file/Adobe Acrobat EPS;EPSF;rbDG;PSPrinter;EPS;EPS; ;
PSPrinter—PJL Format File;PJLP;rbDG;PSPrinter;  ; ; ;
PSPrinter—Preferences;Pref;rbDG;PSPrinter;Pref; ; ;
AdobePS / PSPrinter;PRER;rbDG;Adobe;Chooser Extension; ; ;
Adobe Printing Library;shlb;rbDG;PSPrinter;Shared Library;; ;
Word Search;APPL;RBDL;  ;Application/Game; ; ;
Robo;APPL;RBDM; ;Application; ; ;
WordSearch;APPL;RBDW; ;Application; ; ;
Mastermaze 2.0;APPL;RBHJ; ;Application; ; ;
Ribbit 1.0;INIT;Rbit;;INIT; ; ;
Ribbit 1.0—Preferences;Pref;Rbit;Ribbit 1.0;Pref; ; ;
RoboPlayer;APPL;RBMV; ;Application; ; ;
DeskWriter 300 Series (AppleTalk)—Print Driver;PRER;RBNA; ;Chooser Extension; ; ;
Rainbow ;APPL;RBOW; ;Application; ; ;
_Disk;DSKS;RBOW;Rainbow ;  ; ; ;
ReBirth Sound Editor;APPL;RBSE;P.O. Latour;Application; ; ;
Mech Zone;APPL;RBT2; ;Application; ; ;
RBData;DATA;RBT2;Mech Zone;Data File; ; ;
IterBot;TEXT;RBT2;Mech Zone;Text File;TXT; ;
Tablin 1.2.1;APPL;RBTX; ;Application; ; ;
Match;APPL;RBTY; ;Application; ; ;
REALbugs;APPL;RBUG;REAL Software;Application;;;
REALbugs—Debug File;RBUG;RBUG;REALbugs;;;;
REALbasic;APPL;RBv2;  ;Application; ; ;
REALbasic 2.0—Code File?;CbCl;RBv2;REALbasic;; ; ;
REALbasic 2.0—Menu File;CbMn;RBv2;REALbasic;; ; ;
REALbasic 2.0—Data View File;CbVw;RBv2;REALbasic;; ; ;
REALbasic2 Prefs;pref;RBv2;REALbasic;Pref; ; ;
REALbasic 3—Project File?;RbBF;RBv2;REALbasic;;;;
REALbasic 2.0—Component File?;RBPl;RBv2;REALbasic;; ; ;
REALbasic 2.0—Database File;Rdb2;RBv2;REALbasic;;;;
REALbasic 3—Project Stationary File;sbBF;RBv2;REALbasic;;;;
REALbasic 2.0—Project Stationary File;sgPj;RBv2;REALbasic;;;;
REALbasic 3—XML File;TEXT;RBv2;REALbasic;Text File;TXT;;
REALbasic 2.0—Project File;TgPj;RBv2;REALbasic;; ; ;
Rainbox—Preferences;RBXp;RBX%;Rainbox;pref ; ; ;
Rainbox;APPL;RBX•; ;Application; ; ;
Sample 1;RBX1;RBX•;Rainbox;  ; ; ;
Help Meister™;INIT;RC H;;INIT; ; ;
Coaster;APPL;rC#1;REAL Software;Application; ; ;
Coaster Preferences;pref;rC#1;Coaster;Pref; ; ;
Coaster—Preferences;RPrf;rC#1;Coaster;Pref/Dup; ;Dup;
Record Internal CD (Q660AV);RPrf;rC#1;;Pref/Dup; ;Dup;
WizardCopy 1.1;APPL;RCDF;;Application; ; ;
Discribe 1.01;APPL;RCDm; ;Application; ; ;
Open References Manual;APPL;RCDM;Dark Shadow Software Limited;Application;;;
Battery Recondition Prefs;pref;rcdn;  ;Pref; ; ;
Star Conquest;APPL;RCDZ;Dark Shadow Software Ltd.;Application/Game;;;
Star Conquest—Game File;G1ME;RCDZ;Star Conquest;;;;
Star Conquest—Game File;G2ME;RCDZ;Star Conquest;;;;
Star Conquest—Game File;G3ME;RCDZ;Star Conquest;;;;
Star Conquest—Game File;G4ME;RCDZ;Star Conquest;;;;
Star Conquest—Game File;G5ME;RCDZ;Star Conquest;;;;
Star Conquest—Binary File;SCRF;RCDZ;Star Conquest;;;;
Star Conquest—[Unidentified File Type];SCUT;RCDZ;Star Conquest;;;;
RChess 2.01;APPL;rchS; ;Application; ; ;
RChess.openings;rchB;rchS;RChess 2.01;  ; ; ;
AstroRock 2000* Demo;APPL;RCK2;;Application; ; ;
ClearRes;APPL;RCLR; ;Application; ; ;
RCM;APPL;Rcm3;;Application;; ;
RCM—Document;RcmD;Rcm3;RCM;;; ;
RCM—General Comment Library;RcmL;Rcm3;RCM;;; ;
RCM—SpellCheck;RcmS;Rcm3;RCM;;; ;
Report Card Maker—Template;RcmT;Rcm3;Report Card Maker;;;;
Report Card Maker v2.2.12;APPL;rcmp;;Application;; ;
ResCompare;APPL;RCMP; ;Application; ; ;
Report Card Maker—Editing File;rcme;rcmp;Report Card Maker;;;;
Report Card Maker—CCSD_New.rcmd;rcmg;rcmp;Report Card Maker;;; ;
Report Card Maker—Primary Comment Lib;rcml;rcmp;Report Card Maker;;; ;
Report Card Maker—American Dictionary;rcms;rcmp;Report Card Maker;;; ;
Report Card Maker—Backup File;rcmt;rcmp;Report Card Maker;;; ;
ResCompare Preferences;RCPF;RCMP;ResCompare;Pref; ; ;
Billiard Parlour.Help;TEXT;RCMP;ResCompare;Text File;TXT; ;
Recipe Manager 4.1 ;APPL;RcMr; ;Application; ; ;
Personal Recipes;Recp;RcMr;Recipe Manager;  ; ; ;
Shopping Planner Data;TEXT;RcMr;Recipe Manager;Text File;TXT; ;
Rotation Controllers;APPL;RCon; ;Application; ; ;
StarWars Episode 1 Racer ;APPL;RCRD;LucasArts Entertainment;Application/Game; ; ;
StarWars Episode 1 Racer —Data File;DATA;RCRD;StarWars;Data File/Game; ; ;
Register Creator ;APPL;RCRT; ;Application; ; ;
Register Creator —Preferences;pref;RCRT;Register Creator ;Pref; ; ;
Register Creator —Document;REDC;RCRT;Register Creator ;  ; ; ;
Register Creator —Text File;TEXT;RCRT;Register Creator ;Text File;TXT; ;
Screen Capture;cdev;RcSc; ;Control Panel; ; ;
iMOnTime;sdev;Rcsm;Expersys Software;Control Strip Module;; ;
Drop•reCoverUP;APPL;rCUP; ;Application; ; ;
Drop•reCoverUP—Folder File;fold;rCUP;Drop•reCoverUP;Folder File; ; ;
RCV Arena 2.0;APPL;RcvA; ;Application; ; ;
Racing Days R(English) DEMO;APPL;RD&R;Racing Days;Application; ; ;
Racing Days R(English) DEMO—Car File;carR;RD&R;Racing Days;; ; ;
Racing Days R(English) DEMO—Course File?;cirR;RD&R;Racing Days;; ; ;
Racing Days R(English) DEMO—Driver File;dvrR;RD&R;Racing Days;; ; ;
Racing Days R(English) DEMO—Movie File;movR;RD&R;Racing Days;; ; ;
Racing Days R(English) DEMO—????;pbcR;RD&R;Racing Days;; ; ;
Racing Days R(English) DEMO—Graphics File;picR;RD&R;Racing Days;; ; ;
Racing Days R(English) DEMO—Media File;rpyR;RD&R;Racing Days;; ; ;
Racing Days R(English) DEMO—Parts File?;spcR;RD&R;Racing Days;; ; ;
RamDisk+;cdev;RD+I; ;Control Panel; ; ;
RDD 2.0;RDEX;RD2F;Ray Dream; ; ; ;
EPS 3.0;8BIF;RD3A;Ray Dream Designer;Filter/PlugIn; ; ;
Ray Dream Designer® 3.0;APPL;RD3A; ;Application; ; ;
Bent Pipe;RD3F;RD3A;Ray Dream Designer;  ; ; ;
Ray Dream Designer®—Modeling Wizard™;RDMW;RD3A;Ray Dream Designer; ; ; ;
Ray Dream Designer®—Preferences;RDPF;RD3A;Ray Dream Designer;Pref; ; ;
Ray Dream Designer®—Bricks/Walls II;RDSH;RD3A;Ray Dream Designer; ; ; ;
Ray Dream Designer®—RDD 3.0;RDEX;RD3F;Ray Dream Designer; ; ; ;
Ray Dream Studio™;APPL;RD4A; ;Application; ; ;
????—QuickTime Movie;MooV;RD4A;Ray Dream Studio™;QuickTime Movie;MOV; ;
DummyFile;RD3F;RD4A;Ray Dream Studio™;  ; ; ;
globe2;RD4F;RD4A;Ray Dream Studio™;  ; ; ;
Modeling Wizard;RDMW;RD4A;Ray Dream Studio™; ; ; ;
Ray Dream Studio™ Prefs;RDPF;RD4A;Ray Dream Studio™;Pref; ; ;
RFR.DTA;RDRG;RD4A;Ray Dream Studio™; ; ; ;
Colors1;RDSH;RD4A;Ray Dream Studio™; ; ; ;
Animation data;RDxD;RD4A;Ray Dream Studio™; ; ; ;
Ray Dream Studio™ extras;RDxR;RD4A;Ray Dream Studio™; ; ; ;
BESTA000;RSTT;RD4A;Ray Dream Studio™;  ; ; ;
Ray Dream 3D™/Studio™;APPL;RD5A;  ;Application; ; ;
Ray Dream 3D™/Studio™—EPS Format Graphics File;EPSF;RD5A;Ray Dream Studio™;EPS;EPS; ;
Ray Dream 3D™/Studio™—GIF Format Graphics File;GIFf;RD5A;Ray Dream Studio™;Graphics GIF;GIF; ;
Ray Dream 3D™/Studio™—JPEG Format Graphics File;JPEG;RD5A;Ray Dream Studio™;Graphics JPEG;JPG; ;
Ray Dream 3D™/Studio™—QuickTime File;MooV;RD5A;Ray Dream Studio™;QuickTime Movie;MOV; ;
Ray Dream 3D™/Studio™—PICT Format Graphics FIle;PICT;RD5A;Ray Dream Studio™;Graphics PICT;PIC; ;
DummyFile;RD3F;RD5A;Ray Dream Studio™;  ; ; ;
Ray Dream 3D™/Studio™—Data File;RD4F;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Batch File;RDBQ;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Color File?;RDBW;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Plug-in;RDEX;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—?????;RDMW;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Preferences;RDPF;RD5A;Ray Dream Studio™;pref ; ; ;
Ray Dream 3D™/Studio™—Temporary File;RDSC;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—????;RDSF;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Show?;RDSH;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Version 4 Document;RDxD;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Overlay File;RDxR;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—RIFF Format Graphics File;RIFF;RD5A;Ray Dream Studio™;Graphics RIFF Image;RIF; ;
Ray Dream 3D™/Studio™—????;RSTT;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—Style Sheet;TFls;RD5A;Ray Dream Studio™;; ; ;
Ray Dream 3D™/Studio™—TIFF Format Graphics File;TIFF;RD5A;Ray Dream Studio™;Graphics TIFF;TIF; ;
Ray Dream 3D™/Studio™—VRML File;VRML;RD5A;Ray Dream Studio™;; ; ;
GIFmovie1.1v;APPL;RdA*; ;Application; ; ;
Radar;APPL;RDAR;;Application; ; ;
Radar—Preferences;RDAF;RDAR;Radar;pref ; ; ;
RAMDiskSaver Extension;appe;RDBÜ; ;Background Only Application; ; ;
RenderBoy;APPL;RDBY; ;Application/Dup; ;Dup;
RenderCAD-PRO;APPL;RDBY;Christian Roth;Application/Dup; ;Dup;
Chess board;PICT;RDBY;;Graphics PICT;PIC;Dup;
RenderBoy—PICT Format Graphic File;PICT;RDBY;Painting;Graphics PICT;PIC;Dup;
RenderBoy—Design Document;RDBD;RDBY;RenderCAD-PRO;; ; ;
RoboWar Disassembler v3.0;APPL;RdCm;  ;Application/Game; ; ;
Mondrian;APPL;RDCM; ;Application; ; ;
Rhyme Design™ 2.1.1;APPL;RDES; ;Application; ; ;
beep.init;INIT;RDEV;;INIT; ; ;
Tab'n Dex;APPL;rDex;Sequoia Coast Software;Application; ; ;
Tab'n Dex—Document;macD;rDex;Tab'n Dex;; ; ;
Tab'n Dex—Text File;TEXT;rDex;Tab'n Dex;Text File;TXT; ;
RDD 3.0.4 Upgrader;APPL;RDFA; ;Application; ; ;
Research Data Filer;APPL;RDFX; ;Application; ; ;
Foster Data;RDAT;RDFX;Research Data Filer;  ; ; ;
Foster Doc;RDOC;RDFX;Research Data Filer;  ; ; ;
RAM Disk Helper;INIT;RDH_;;INIT; ; ;
RAM Disk Iconer;cdev;RdiC; ;Control Panel; ; ;
RasterOps VDIG;INIT;RDIG;;INIT; ; ;
RasterOps Video Digitizer;thng;RDIG; ;Extension; ; ;
Ray Dream Studio™ Installer;APPL;RDIN; ;Application; ; ;
DragHack 2.1 Doc;APPL;RDIT; ;Application; ; ;
PS Scavenger 1.1;APPL;RDLS; ;Application; ; ;
Basic Lights;RDEX;RDLT;Ray Dream; ; ; ;
HTML ReadMe Maker Docs;APPL;RdMë; ;Application; ; ;
ReadMe;APPL;RdMe;  ;Application; ; ;
Read Me;APPL;RDMe; ;Application; ; ;
Hinweise BROCKEN-.Programm;APPL;RDME; ;Application; ; ;
Screen Shrink 1.0.2;INIT;RDNT;;INIT; ; ;
Basic Environments;RDEX;RDNV;Ray Dream; ; ; ;
CyberViewer—;INIT;RDog;;INIT; ; ;
